Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
"Hikaru No Go, Volume 23",Yumi Hotta,"",9781421528281,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
"Bottom-Tier Character Tomozaki, Vol. 2",Yuki Yaku,"",B07X3HSCDD,digital,read,2019/12/22,2020/03/08,2020/03/08,1,"",,,,,,,4.0,,"",,light-novel,No
Immortality: A Love Story,Dana Schwartz,"",9781250861016,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Volume 81: Let's Go See the Cat Viper",Eiichiro Oda,"",9781421595689,digital,read,2023/06/14,2023/07/02,2023/07/02,1,"",,,,,,,,,"",,manga,No
Fairy Tale,Stephen King,"",9781668002186,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 73: Operation Dressrosa S.O.P.",Eiichiro Oda,"",9781421576831,paperback,read,2022/07/16,2022/07/16,2022/07/16,1,"",,,,,,,,,"",,manga,No
Atomic Robo and the Fightin' Scientists of Tesladyne,Brian Clevinger,"Scott Wegener (Illustrator), Ronda Pattison (Illustrator)",9780980930207,paperback,read,2015/01/16,"","",1,"",,,,,,,5.0,,"",,graphic-novels,No
Gal Gohan Vol. 7,Marii Taiyou,"",9781648270963,paperback,read,2022/03/16,2022/03/18,2022/03/18,1,"",,,,,,,,,"",,manga,No
A Abóbada Energética,"K.H. Scheer, K.H. Scheer","",,paperback,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"One Piece, Vol. 39: Scramble",Eiichiro Oda,"",9781421534558,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
Witchlings,Claribel A. Ortega,"",9781338815498,digital,did-not-finish,2023/07/03,"","",0,"",,,,,,,,,"",,"",No
False Idols,Jon Hollins,"",,,read,2018/10/20,2021/01/25,2021/01/25,1,"",,,,,,,4.0,,"",,"",No
文豪ストレイドッグス 9 [Bungō Stray Dogs 9],Kafka Asagiri,"朝霧 カフカ, 春河３５, Sango Harukawa (Illustrator)",9784041029176,paperback,read,2020/03/01,2020/03/01,2020/03/01,1,"",,,,,,,,,"",,manga,No
City of Shattered Light,Claire Winn,"",9781635830712,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Don't Toy With Me, Miss Nagatoro, Vol. 2",nanashi,"",B084RYZ83V,digital,read,2021/11/14,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
文豪ストレイドッグス 1 [Bungō Stray Dogs 1],Kafka Asagiri,"朝霧 カフカ, 春河３５, Sango Harukawa (Illustrator)",9784041206737,paperback,read,2019/12/29,2019/12/01,2019/12/01,1,"",,,,,,,,,"",,manga,No
"Soul Eater NOT!, Vol. 2",Atsushi Ohkubo,"",9780316221061,paperback,read,2016/02/20,2016/02/20,2016/02/20,1,"",,,,,,,,,"",,manga,No
"Black Clover, Vol. 27: The Devil-Binding Ritual","Yûki Tabata, Yûki Tabata","",,digital,read,2023/01/29,2023/01/29,2023/01/29,1,"",,,,,,,4.0,,"",,manga,No
Bonesmith,Nicki Pau Preto,"",9781665910590,hardcover,to-read,2023/09/29,"","",0,"",,,,,,,,,"",,"",No
Socorro Para a Terra,W.W. Shols,Richard Paul Neto,"",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
A Spell for Chameleon,Piers Anthony,"",9780345258557,paperback,read,2015/03/20,2015/01/01,2015/01/01,1,"",,,,,,,4.0,,"",,"",No
"One Piece, Vol. 46: Adventure on Ghost Island",Eiichiro Oda,"",9781421534626,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
Revival Volume 3: A Faraway Place,Tim Seeley,"",9781607068600,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"graphic-novels, on-hold",No
"Konosuba: God's Blessing on This Wonderful World!, Vol. 8: Axis Church vs. Eris Church",Natsume Akatsuki,"Kurone Mishima (Illustrator), Kevin Steinbach (Translator)",9780316468855,paperback,read,2024/02/03,2024/02/18,2024/02/02-2024/02/18,1,"",,"","","","","",4.0,"","","","",Yes
Na Selva do Mundo Primitivo,Kurt Mahr,"","",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
"Capitã Marvel, Vol. 1: A Heroína Mais Poderosa da Terra","Kelly Sue DeConnick, Kelly Sue DeConnick","",,paperback,read,2015/01/16,"","",1,"",,,,,,,4.0,,"",,graphic-novels,Yes
"Hikaru No Go, Volume 21",Yumi Hotta,"",9781421528267,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
O Mundo dos Três Planetas,K.H. Scheer,"","",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
The Binding,Bridget Collins,"",9780008272128,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Mythos: The Greek Myths Reimagined,Stephen Fry,"","",digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
Uma aventura no Ártico,"Eoin Colfer, Alves Calado","",9788501064240,paperback,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
"One Piece, Vol. 49: Nightmare Luffy",Eiichiro Oda,"",9781421534657,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
"Ranma 1/2 (2-in-1 Edition), Vol. 4",Rumiko Takahashi,"",9781421566177,paperback,read,2021/05/06,2021/05/15,2021/05/15,1,"",,,,,,,4.0,,"",,manga,No
Avanço Para Árcon,Kurt Mahr,Gray Morrow,"",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
"One Piece, Vol. 77: Smile",Eiichiro Oda,"",9781421585147,paperback,read,2022/07/18,2022/07/18,2022/07/18,1,"",,,,,,,,,"",,manga,No
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"",9781848549562,paperback,read,2018/10/26,2020/10/28,2020/10/28,1,"",,,,,,,5.0,,"",,non-fiction,No
A Espada do Verão,"Regiane Winarski, Rick Riordan","",9788580577952,paperback,read,2016/05/19,2016/05/25,2016/05/25,1,"",,,,,,,4.0,,"",,"",No
Kings of the Wyld,Nicholas Eames,"",9780316362474,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
A Study in Scarlet,Arthur Conan Doyle,"",9781420925531,paperback,read,2013/08/05,"","",1,"",,,,,,,4.0,,"",,"",No
"Durarara!!, Vol. 2 (light novel)",Ryohgo Narita,"Suzuhito Yasuda (Illustrator), Stephen Paul (Translator)",9780316304900,digital,read,2023/11/04,2023/10/31,2023/10/24-2023/10/31,1,"",,"","","","","",4.5,"","","","",Yes
Projeto Aço Arcônida,Kurt Brand,"","",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"Black Clover, Vol. 32",Yûki Tabata,"",9781974736256,paperback,read,2023/02/11,2023/02/11,2023/02/11,1,"",,,,,,,,,"",,manga,No
"Ranma 1/2 (2-in-1 Edition), Vol. 2",Rumiko Takahashi,"",9781421565958,paperback,read,2021/04/17,2021/04/20,2021/04/20,1,"",,,,,,,4.0,,"",,manga,No
ブラッククローバー 6 [Burakku Kurōbā 6],Yûki Tabata,"",9784088806723,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
The Prisoner: Volume 1,Nicholas Briggs,"",9781781785614,audio,did-not-finish,2016/03/08,"","",0,"",,,,,,,,,"",,"",No
Deeper,"Roderick Gordon, Brian Williams","",9781905294626,paperback,did-not-finish,2018/01/24,"","",0,"",,,,,,,,,"",,"",No
Invasão Espacial,"Clark Darlton, Richard Paul Neto",Clark Darlton (Translator),,paperback,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"One Piece, Vol. 11: The Meanest Man in the East",Eiichiro Oda,"",9781421506630,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
"Hikaru No Go, Vol. 13 [With Bonus Sticker]",Yumi Hotta,"",9781421515090,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
"Don't Toy With Me, Miss Nagatoro Vol. 10","nanashi, nanashi","",,,read,2023/04/02,2023/04/02,2023/04/02,1,"",,,,,,,4.0,,"",,manga,No
Mega Man 1: Let the Games Begin,"Ian Flynn, Patrick Spaziante","",9781879794856,paperback,read,2015/10/25,2015/10/25,2015/10/25,1,"",,,,,,,4.0,,"",,graphic-novels,No
"The Devil Is a Part-Timer!, Vol. 3 (light novel)",Satoshi Wagahara,"Kevin Gifford (Translator), 029 (Illustrator)",9780316385022,paperback,read,2017/02/28,2017/03/14,2017/03/14,1,"",,,,,,,3.0,,"",,light-novel,No
"One Piece, Vol. 31: We'll Be Here",Eiichiro Oda,"",9781421534473,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
ギャルごはん Gal Gohan [Gyaru Cooking],Marii Taiyou,"","",,read,2022/02/05,2022/02/05,2022/02/05,1,"",,,,,,,4.0,,"",,manga,No
ドラゴンクエストダイの大冒険新装彩録版 12: 2,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925715,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
ブラッククローバー 20 [Burakku Kurōbā 20],Yûki Tabata,"",9784088817576,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"",9780735219564,hardcover,did-not-finish,2020/06/28,"","",0,"",,,,,,,,,"",,"",No
Lodestar,Shannon Messenger,"","",paperback,read,2018/10/28,2019/03/18,2019/03/18,1,"",,,,,,,4.0,,"",,"",No
Murder is Binding,Lorna Barrett,"",9781101147467,digital,read,2016/07/27,2016/08/15,2016/08/15,1,"",,,,,,,4.0,,"",,"",No
"ぼくたちは勉強ができない 3, Volume 3",筒井大志,"",9784088812144,,read,2018/12/11,"","",1,"",,,,,,,,,"",,manga,No
Mushoku Tensei: Jobless Reincarnation (Manga) Vol. 1,Rifujin na Magonote,Yuka Fujikawa (Illustrator),9781626922358,paperback,read,2016/02/24,2016/03/08,2016/03/08,1,"",,,,,,,3.0,,"",,manga,No
"One-Punch Man, Vol. 17",ONE,Yusuke Murata (Illustrator),9781974713516,digital,read,2023/03/12,2023/03/12,2023/03/12,1,"",,,,,,,,,"",,manga,No
"彼女、お借りします 5 Kanojo, Okari shimasu 5","Reiji Miyajima, 宮島礼吏","",9784065116210,paperback,read,2021/11/14,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 40: Gear",Eiichiro Oda,"",9781421534565,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
Fool Moon,Jim Butcher,"",0451458125,paperback,read,2018/01/10,2018/02/20,2018/02/20,1,"",,,,,,,4.0,,"",,"",No
The Witch of Tin Mountain,Paulette Kennedy,"",9781662507625,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"Hikaru No Go, Vol. 16: Chinese Go Association",Yumi Hotta,"",9781421525846,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
I Choose Darkness,Jenny Lawson,"",9781662511110,digital,read,2022/10/13,2022/10/20,2022/10/20,1,"",,,,,,,5.0,,"",,non-fiction,Yes
The Dragon Lords: Fool's Gold,Jon Hollins,"",9780316308236,paperback,read,2017/07/11,2018/07/01,2018/07/01,1,"",,,,,,,4.0,,"",,"",No
Eclipse,Stephenie Meyer,Ryta Vinagre (Translator),9788598078410,paperback,read,2014/04/25,"","",1,"",,,,,,,4.0,,"",,"",No
The Tale of Hill Top Farm,Susan Wittig Albert,"",9780425201015,paperback,read,2014/01/04,2014/02/24,2014/02/24,1,"",,,,,,,3.0,"This book is part of the series The Cottage Tales of Beatrix Potter, based on the story of Beatrix Potter, author and illustrator of children's books. It uses a blend of real places and people, to serve as a base to the mysteries the protagonist will help to solve. And I say mysteries because the cases aren't necessary homicides.<br><br>It takes place in the village of Near Sawrey, London, at the start of the 20th century, and in addition to  showing what the humans characters are doing, it also shows the events that happen to the animals. Yes, we have sentient, talking animals, with love stories, strong friendships, and all that things. The animals also took actions that alter the course of the history.<br><br>There isn't much investigation in this book, that can be described more as a cozy than as a mystery, but it doesn't mean that the book isn't good. The reading is very pleasurable, ideal to be done on a rainy afternoon or a lazy Sunday, coupled with a hot tea.","",,"",Yes
ブラッククローバー 9 [Burakku Kurōbā 9],Yûki Tabata,"",9784088808239,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
Toradora! (Light Novel) Vol. 1,Yuyuko Takemiya,"",1626927952,paperback,read,2018/07/02,2018/09/12,2018/09/12,1,"",,,,,,,4.0,,"",,light-novel,No
"Southern Bastards, Volume 1: Here Was a Man",Jason Aaron,"",9781632150165,paperback,read,2015/10/06,2015/10/06,2015/10/06,1,"",,,,,,,4.0,,"",,graphic-novels,No
Gal Gohan Vol. 6,Marii Taiyou,"",9781645059646,paperback,read,2022/03/16,2022/03/16,2022/03/16,1,"",,,,,,,,,"",,manga,No
Red Sonja: She-Devil with a Sword Omnibus Volume 2,"Michael Avon Oeming, Brian Reed","",9781606902318,paperback,did-not-finish,2015/09/08,"","",0,"",,,,,,,,,"",,graphic-novels,No
"One-Punch Man, Vol. 16",ONE,Yusuke Murata (Illustrator),9781974711444,digital,read,2023/03/12,2023/03/12,2023/03/12,1,"",,,,,,,,,"",,manga,No
007 Contra o Satânico Dr. No,"Ian Fleming, Ian Fleming","",9788501066510,paperback,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
"Kaiju No. 8, Vol. 1",Naoya Matsumoto,"",9781974725984,paperback,read,2022/02/27,2022/02/27,2022/02/27,1,"",,,,,,,5.0,,"",,manga,No
Black Clover Vol. 28,"Yûki Tabata, Yûki Tabata","",,,read,2023/01/29,2023/01/29,2023/01/29,1,"",,,,,,,4.0,,"",,manga,No
A Vision in Velvet,Juliet Blackwell,"",9780451240903,,read,2022/03/31,2023/01/12,2023/01/12,1,"",,,,,,,4.0,,"",,"",Yes
O Lobisomem do Pântano da Febre,"R.L. Stine, R.L. Stine","",,,read,2021/05/06,"","",1,"",,,,,,,,,"",,"",No
Drinks and Sinkholes,S. Usher Evans,"",9781945438592,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"Mieruko-chan, Vol. 3",Tomoki Izumi,"",9781975324322,digital,read,2021/09/17,2021/09/17,2021/09/17,1,"",,,,,,,4.0,,"",,manga,No
A Philosophy of Software Design,John Ousterhout,"",9781732102217,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
O Domínio do Hipno,Clark Darlton,Richard Paul Neto,"",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Beyond Good and Evil,Friedrich Nietzsche,"",9781494326074,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Oh My Goddess! Vol. 1: Wrong Number,Kosuke Fujishima,"",1569716692,paperback,read,2018/07/31,2018/07/31,2018/07/31,1,"",,,,,,,5.0,,"",,manga,No
"The Trials of Apollo, Book Two: The Dark Prophecy",Rick Riordan,"",9788551001714,paperback,read,2017/11/14,2017/12/08,2017/12/08,1,"",,,,,,,3.0,,"",,"",No
"Tails, You Lose",Carol J. Perry,"","",digital,read,2015/03/30,2018/10/22,2018/10/22,1,"",,,,,,,4.0,,"",,"",No
イジらないで、長瀞さん 9,nanashi,"",9784065212455,paperback,read,2023/03/28,2023/03/28,2023/03/28,1,"",,,,,,,,,"",,manga,No
Missão Stardust,K.H. Scheer,Richard Paul Neto,"",paperback,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness","Fumitake Koga, Ichiro Kishimi",Adrian Mulraney (Narrator),9781489440655,audio,did-not-finish,2022/04/03,"","",0,"",,,,,,,,,"",,"",No
"One Piece, Vol. 60: My Brother",Eiichiro Oda,"",9781421540856,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
The Sacred Blacksmith Vol. 1,Isao Miura,Kōtarō Yamada,9781427837578,paperback,read,2022/02/05,2022/02/05,2022/02/05,1,"",,,,,,,3.0,,"",,manga,No
Episode Thirteen,Craig DiLouie,"",9780316443203,digital,to-read,2023/07/29,"","",0,"",,,,,,,,,"",,"",Yes
The Institute,Stephen King,"",9781982110581,paperback,read,2021/02/05,2021/02/12,2021/02/12,1,"",,,,,,,5.0,,"",,"",No
"One Piece, Vol. 65: To Zero",Eiichiro Oda,"",9781421549798,paperback,read,2022/07/08,2022/07/10,2022/07/10,1,"",,,,,,,,,"",,manga,No
A Terceira Potência,"Clark Darlton, Clark Darlton","",,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Spineless,Samantha San Miguel,"",9781454937623,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
For All Humankind: The Untold Stories of How the Moon Landing Inspired the World,"Danny Bednar, Tanya Harrison","",9781094103952,audio,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Poetry 101: From Shakespeare and Rupi Kaur to Iambic Pentameter and Blank Verse, Everything You Need to Know about Poetry",Susan Dalzell,"",9781507208403,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
文豪ストレイドッグス 3 [Bungō Stray Dogs 3],Kafka Asagiri,"朝霧 カフカ, 春河３５, Sango Harukawa (Illustrator)",9784041209523,paperback,read,2020/01/12,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
The Dragon's Bride ,Katee Robert,"",1230005250059,digital,read,2023/12/27,2024/02/17,2023/12/26-2024/02/17,1,"",,"","","","","",3.5,"","","","",No
Our Share of Night,Mariana Enríquez,"Pablo Gerardo Camacho (Illustrator), Megan McDowell (Translator)",9780451495167,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
怪獣8号 3 Kaijuu 8-gou 3,Naoya Matsumoto,"",9784088826714,paperback,read,2022/07/08,2022/02/27,2022/02/27,1,"",,,,,,,,,"",,manga,No
Ghostbusters Volume 5: The New Ghostbusters,Erik Burnham,Dan Schoening (Illustrator),9781613776780,paperback,read,2015/06/17,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
"Black Clover, Vol. 31",Yûki Tabata,"",9781974734368,paperback,read,2023/02/11,2023/02/11,2023/02/11,1,"",,,,,,,,,"",,manga,No
"Konosuba: God's Blessing on This Wonderful World!, Vol. 1: Oh! My Useless Goddess!",Natsume Akatsuki,"Kurone Mishima (Illustrator), Kevin Steinbach (Translator)",9780316553377,paperback,read,2023/10/05,2023/10/08,2023/10/04-2023/10/08,1,"adventurous, funny, lighthearted, relaxing",fast,Character,Yes,Yes,Yes,Yes,5.0,"","","","",Yes
Perry Rhodan NEO: Volume 2,"Wim Vandemaan, Leo Lukas","",9781718379121,digital,read,2023/07/15,2023/08/13,2023/07/13-2023/08/13,1,"",,"","","","","",4.0,"","","","",Yes
The Sans Pareil Mystery,Karen Charlton,"",9781503947825,paperback,read,2018/07/16,2017/07/11,2017/07/11,1,"",,,,,,,3.0,,"",,"",No
All the Murmuring Bones,A.G. Slatter,"",9781789094350,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
Vôo para o Infinito,Clark Darlton,"","",paperback,read,2021/05/06,2013/07/25,2013/07/25,1,"",,,,,,,4.0,,"",,"",No
"Miss Kobayashi's Dragon Maid, Vol. 3",coolkyousinnjya,"",9781626924857,paperback,read,2021/11/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
Artemis Fowl: O Menino Prodígio do Crime,Eoin Colfer,Alves Calado (Translator),9788501060884,paperback,read,2013/08/05,"","",1,"",,,,,,,4.0,,"",,"",No
SAKAMOTO DAYS 4,"Yuto Suzuki, Yuto Suzuki","",9784088828190,paperback,read,2022/02/27,2022/02/01,2022/02/01,1,"",,,,,,,,,"",,manga,No
The Assassin's Curse,Cassandra Rose Clarke,"",9781908844019,paperback,read,2014/03/18,2014/08/14,2014/08/14,1,"",,,,,,,5.0,,"",,"",No
Atomic Robo and the Dogs of War,"Scott Wegener, Brian Clevinger","",9780980930221,paperback,read,2015/01/16,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
"Ranma 1/2 (2-in-1 Edition), Vol. 6",Rumiko Takahashi,"",9781421566191,paperback,read,2023/02/20,2023/02/21,2023/02/21,1,"",,,,,,,4.0,,"",,manga,No
"Aralon, o Centro de Epidemias",Clark Darlton,"","",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"Batgirl, Volume 3: Mindfields","Brenden Fletcher, Cameron Stewart",Babs Tarr (Illustrator),9781401262693,paperback,read,2016/09/14,2016/09/22,2016/09/22,1,"",,,,,,,3.0,,"",,graphic-novels,No
"One Piece, Vol. 75: Repaying the Debt",Eiichiro Oda,"",9781421580296,paperback,read,2022/07/18,2022/07/18,2022/07/18,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 17: Hiriluk's Cherry Blossoms",Eiichiro Oda,"",9781421515113,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
O Martelo de Thor,Rick Riordan,Regiane Winarski (Translator),9788551000700,paperback,read,2016/11/24,2016/12/20,2016/12/20,1,"",,,,,,,4.0,,"",,"",No
Winnie Zeng Unleashes a Legend,Katie Zhao,"",9780593426579,hardcover,did-not-finish,2023/11/12,"","",0,"",,,,,,,,,"",,"",No
Perry Rhodan 47: Gom antwortet nicht,Kurt Mahr,"",9783845300467,digital,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Occultic;Nine: Volume 2,Chiyomaru Shikura,"Adam Lensenmayer (Translator), pako (Illustrator)",1230001555462,digital,read,2019/01/09,2019/01/20,2019/01/20,1,"",,,,,,,4.0,,"",,light-novel,No
Forbidden Hollywood: The Pre-Code Era (1930-1934): When Sin Ruled the Movies,"Mark A. Vieira, Turner Classic Movies","",9780762466771,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
文豪ストレイドッグス 2 [Bungō Stray Dogs 2],Kafka Asagiri,"朝霧 カフカ, 春河３５, Sango Harukawa (Illustrator)",9784041208359,paperback,read,2019/12/29,2019/12/01,2019/12/01,1,"",,,,,,,,,"",,manga,No
Neverseen,Shannon Messenger,"",9781471189449,digital,read,2018/06/19,2018/07/17,2018/07/17,1,"",,,,,,,3.0,,"",,"",No
ワンパンマン 2 [Wanpanman 2],ONE,"Yusuke Murata (Illustrator), 村田雄介",9784088707020,paperback,read,2022/07/14,2020/01/02,2020/01/02,1,"",,,,,,,,,"",,manga,No
Casa de Segredos,"Ned Vizzini, Chris Columbus",André Gordirro (Translator),9788501400031,paperback,read,2014/04/01,2014/04/10,2014/04/10,1,"",,,,,,,4.0,,"",,"",No
"Miss Kobayashi's Dragon Maid, Vol. 4",coolkyousinnjya,"",9781626925465,paperback,read,2021/11/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
ぼくたちは勉強ができない 6 Bokutachi wa Benkyou ga Dekinai 6,Taishi Tsutsui,"",9784088814148,paperback,read,2018/12/11,"","",1,"",,,,,,,,,"",,manga,No
"Soul Eater NOT!, Vol. 3","","",9780316376662,paperback,read,2016/02/21,2016/02/20,2016/02/20,1,"",,,,,,,,,"",,manga,No
Wilder Girls,Rory Power,"",9780525645580,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 22: Hope!!",Eiichiro Oda,"",9781421524306,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
Occultic;Nine: Volume 3,Chiyomaru Shikura,"pako (Illustrator), Adam Lensenmayer (Translator)",9781626926639,paperback,read,2019/01/20,2019/02/02,2019/02/02,1,"",,,,,,,4.0,,"",,light-novel,No
The Scarifyers: The Devil of Denge Marsh,Paul Morris,"Nicholas Courtney, Terry Molloy",9780955515811,audio,read,2015/04/24,2015/05/02,2015/05/02,1,"",,,,,,,4.0,,"",,audiobook,No
The Gun Seller,Hugh Laurie,"",9780671020828,paperback,read,2016/08/14,2016/01/01,2016/01/01,1,"",,,,,,,4.0,,"",,"",No
Bad Faith,Jon Hollins,"",,,read,2021/01/23,2021/04/03,2021/04/03,1,"",,,,,,,4.0,,"",,"",No
The Luminous Dead,Caitlin Starling,Adenrele Ojo (Narrator),9781982625689,audio,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Last Stand of Dead Men,Derek Landy,"",9780007489206,hardcover,read,2018/10/20,2023/02/18,2023/02/18,1,"",,,,,,,4.0,,"",,"",Yes
Legends & Lattes,Travis Baldree,"",9781250886088,paperback,read,2022/11/09,2022/11/19,2022/11/19,1,"",,,,,,,5.0,,"",,"",Yes
"One Piece, Vol. 19: Rebellion",Eiichiro Oda,"",9781421515137,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
Scorpio,Marko Kloos,"",B0C11P4H95,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"Spice and Wolf, Vol. 1 (light novel)",Isuna Hasekura,"Jyuu Ayakura (Illustrator), Paul Starr (Translator)",9780759531048,paperback,read,2015/12/26,2016/01/12,2016/01/12,1,"",,,,,,,5.0,,"",,light-novel,Yes
"Grimm Fairy Tales: Alice in Wonderland, Vol. 1",Raven Gregory,"",,,read,2015/04/16,"","",1,"",,,,,,,5.0,,"",,graphic-novels,No
Jughead Vol. 1,Chip Zdarsky,Erica Henderson (Illustrator),9781627388931,paperback,read,2016/06/14,2016/06/15,2016/06/15,1,"",,,,,,,4.0,,"",,graphic-novels,No
Aventuras Inéditas de Sherlock Holmes,Arthur Conan Doyle,"Peter Hanning, Lia Wyler",9788525406705,paperback,read,2021/05/06,"","",1,"",,,,,,,,,"",,"",No
The Body in the Library,Agatha Christie,"",9781579126261,hardcover,read,2016/02/05,2016/02/05,2016/02/05,1,"",,,,,,,4.0,,"",,"",No
"Delicious in Dungeon, Vol. 3",Ryoko Kui,Taylor Engel (Translator),9780316412797,paperback,read,2018/07/13,2018/07/13,2018/07/13,1,"",,,,,,,4.0,,"",,manga,No
"Konosuba: God's Blessing on This Wonderful World!, Vol. 2: Love, Witches & Other Delusions!",Natsume Akatsuki,"Kevin Steinbach (Translator), Kurone Mishima (Illustrator)",9780316468701,paperback,read,2023/10/10,2023/10/13,2023/10/07-2023/10/13,1,"adventurous, funny, lighthearted, relaxing",fast,A mix,"","","","",5.0,"","","","",Yes
Antes de Watchmen: Dollar Bill,"Steve Rude, Len Wein, Len Wein","",9788415844495,paperback,read,2015/01/16,"","",1,"",,,,,,,,,"",,graphic-novels,No
The Daughter of Doctor Moreau,Silvia Moreno-Garcia,"",9780593355336,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
文豪ストレイドッグス 6 [Bungō Stray Dogs 6],Kafka Asagiri,"朝霧 カフカ, 春河３５, Sango Harukawa (Illustrator)",9784041015407,paperback,read,2020/03/01,2020/03/01,2020/03/01,1,"",,,,,,,,,"",,manga,No
"Kaiju No. 8, Vol. 2",Naoya Matsumoto,"",9781974727148,paperback,read,2022/02/27,2022/02/27,2022/02/27,1,"",,,,,,,4.0,,"",,manga,No
The Swarm,James Tynion IV,Michael Dialynas,"",digital,read,2022/01/29,2022/01/29,2022/01/29,1,"",,,,,,,4.0,,"",,graphic-novels,No
